post,bully
What was the worst place you   ve traveled to Georgia Columbus 2 b exact I Dislike it BORING Hotlanta is where its AT,0
What was your favorite birthday gift Life haha umm idk thats hard,0
What was your favorite year 1995 haha when i was bornwas my year Doh I didnt have 2 do ANYTHING on my own haha,0
What was your worst travel experience HA goin to georgia just to see my dad s mother Ugh i cnt stand her bhut God bless her soul LONG LIFE STORY haha,0
What website do you spend the most time on Oh good 1 Twitter ofcousre i love me some twitter peeps They tha shit lol,0
What would be the best workplace perk Idk wait WHaaaa lol,0
What would your perfect day look like Me amp God eatin Chicken wings on His throne 3 ahaha,0
What   s one food you   ll never eat again Brussel srouts YuCkIE bhut i love cabbage and they re mini cabbages LMAO,0
What   s one thing you own that you should probably throw away but never will My old school shit i wud SOOO throw it away bhut my mom Urgh,0
What   s the best gift you   ve ever given The important 1 is Love bhut ive given people themselves Like i let my friends have themselves instead of me It helps to see who they are as a person Very important Viseversa,0
What   s the best place near you to get a drink Hahaha Wait wht kind of drink LOL well JackInTheBox is like not evn a mile away frmh my house So there i guess thts wht ur askin lmao XP,0
What   s the best place near you to get some ice cream Hmmm U makin me hungry first of all amp amp Dairy Queen YUMM,0
What   s the best place near you to get some ice cream Umm Diary Queen or JackINTHEBOX 4 my smoothies of course not ice cream Mwah,0
What   s the furthest you   ve ever traveled Virginia,0
What   s the longest you   ve ever gone without a bath or shower Haha Maybe 2days lol idk,0
What   s the most delicious meal you   ve ever had Wow this is a hard 1 i dnt think ive had 1 or i have many I love my smoothies tho YUMMIE,0
What   s the origin of your name Idk its a month that 4 sure lol,0
What   s the weirdest thing you   ve ever eaten A piece of grass,0
What   s the weirdest thing you   ve ever eaten I Havent Gotten 2 that part haha,0
what   s your best achievement Wow awesome question I think my best achievement would be quot Finding who i am quot thats thee most important 33,0
What   s your biggest phobia ummmm messy rooms,0
What   s your dream car Something cute and ME haha you kno well a beamer is my dream car basically or a porshe,0
What   s your earliest memory Haha Staring at my doctor thru sunglasses while he was in my mouth HAHAHA,0
what   s your fave song My fav song girly is umm Up amp Running by jessicajarrell atm But i have lots hbu,0
What   s your favorite drink Mmm ROOT BEER haha my fav drink eva POW,0
What   s your favorite food Actually its cabbage D,0
What   s your favorite genre of music POP,0
What   s your favorite movie quote Crap this is hard haha umm quot People Need Inspiration quot The Last Song 33,0
What   s your favorite type of flower Pink Roses,0
what   s your favourite colour Pink amp Neon green,0
what   s your favourite movie Umm A walk to remember or The Last song Ugh theirs ALOT haha hbu,0
What   s yur fav color PINK amp NEON GREEN Yeahh buddie,0
whats ur fav tv showww D Umm good question i have many bhut i guess 16 and pregnant would be 1 of my fav ones atm D,0
when ever you go to google translate DONT USE IT trust me Hahaha wht are u tlkn bout girl,0
When was the last time you gave flowers Never,0
When you were a kid what did you want to be when you grew up Actually i was that kid who wanted to be by herself so i guess when i grow up im going to be ME lol Hard question 2 answer,0
Where are ya From U S A Known as Mars 3,0
Where would you like to spend your retirement Haha when i turn 60 ish ask me this lol,0
where would you most like to live Los Angeles 33,0
where   s your ideal holiday destination Umm Dallas Texas haha Idk im so plain so idk Mwhaha,0
Who and when was your first kiss Umm Long time ago bhut i was like 5 or 6 haha Cory,0
who are your top three celebrity crushes Yumm Justin Bieber P diddys son JDoir YUMMM haha not really a celeb bhut yeah amp amp Channing Fckn TATUM haha Oh damn,0
Who are your Twitter besties Ohh mann this is a GREAT Chrissy Michelle Savannah AJ Bianca and lotss more you 33,0
Who do you think should be the next president of the United States Umm Barack Obama 4 another 4 years iLovehim,0
Who was the best teacher you   ve ever had Mmmh My second grade teach Mrs Caldwell 3,0
Who   s the funniest person you know Prob me or my seester robbie hahaha makes me wanna shit myself EVERYTIME she speaks lol,0
Who   s the most famous person you   ve met Urgh no1 yet Keep hopin though,0
Who   s the most overrated athlete Michael Jackson haha wait wrong one Michael Jordon i meant ahah,0
who   s the prettiest person you know idkk mwauuuhhh,0
Who   s the sexiest woman alive I do not judge gyrls im not bi or a lezzboo K thanks,0
Who   s the smartest person you know JustinBSource 4 sure LMAO,0
Why do u like lil kids like Justin Beiber Umm he has a bigga heart than you will EVER have so before you start to hate on a 16yr old that you obviously are addicted to get your facts straight kay,0
Why do u like that beiber kid so much He   s lame and can   t sing Umm u kno wht WTF ever STOP HATIN,0
woaahhhhhh Likee dude i   m in youhr backround D AWESOMEEEE Marryyyyy LOL itss yuhh boo Hahaha Noo durr suckkaaa Nahhh i loveee yuhhhh mooOee,0
would u ever go bungee jumping like justin did Hahaha i think i would I always do thee same shizz all thee tyme so yes i would hbu D,0
Would you rather be a famous musician or a famous actor Not a guy haha maybe a cheerleader haha jkjk,0
Would you rather be a vampire or a werewolf Werewolf AkA Jacob s Pride lol His good part lol,0
Would you rather be a zombie or a mummy Zombie 4sho,0
Would you rather be rich or famous Famous Bhut im ME 4 rite now,0
Would you rather date a lot of different people or be in a committed relationship Both LOL jk,0
Would you rather get up early or sleep late SLEEP LATE Duh,0
Would you rather own a luxury yacht or a private jet JET Hate boats Worst experience ever was on a boat Never again,0
Would you rather swim in a pool or the ocean Pool,0
Would you rather work at a large company or a small one None haha,0
yea it   s different from warm cali but   s cool D weeeell gtg now gonna meet some friends i a few minutes lol bye xx Ohh man i bet its tha shit Ohhkayy be safe have fun 33,0
yeh you r right how should the 1 be i have no bf too Yehh hahaha idk its weird Boys r Boys So Im Me alone hahah,0
Yooooo mate RinnaLovesJB here heyhey ask me anything Hahaha ight,0
you need or should delete that 911 tweet Not funny at all you know how many people died that day including my father and brother Umm im truly sorry bhut i didnt mean it in ANYWAY like u obviously got offended by and i said it wasnt funny So before you get all angry nd shit ill delete that tweet Kthanks btw RIP ur daddy and brother,0
your attitude is so fun Thank yuh soo muchh D Im likin yurs 2 Mwah,0
D nada ummm what u didnt know jose was my first kiss,0
O lol no freaking way btw i didnt ask that D no freaking way what,0
ahhh true true plus it plays music XD Exactly,0
If you had to give up one favorite food what would the most difficult Ahh Probably Cookies D,0
Pshhh liar haha im not a liar,0
What did you eat for breakfast today Cereal,0
What do you think is your most attractive feature Ewwiee Nothing haha,0
what is one thing you can   t live without its me right Hahaha of c,0
What is your biggest accomplishment Ummm probably playing softball for 10 years,0
What was your favorite birthday gift a neckalce given to me by my love 3333,0
What   s the best place near you to get a drink Starbuckks,0
What   s your favourite part to watch in Rent hmmmm think the part where te guy at support sings tht part makes me tear up La ve boheme is a good one two,0
Where   d you find out about formspring me Umm Bunch of people just joined and i got bored so i wanted too,0
who was ur first kiss umm haha i dont know why you want to kn,0
Why u so perfect hahaha im the farthest from,0
Are you wearing the p I m not wearing,0
Do you have a boyfriend yess,0
can you come to my party tonightt who iss thiiis,0
damn i hate shiiiit talkers on formspringgg i thought it was just a random question site thing ahaha thankss kidd ndd yeah i knoo reallyy huh theeree soo stupidd there to scaredd to sayy anythingg too myy face,0
i heart ahahah ii loveeee yuuuu moreee,0
i lovee joiee ii lovee yuuu moree P,0
i wub you Joie ahaha hii ceara,0
is jon the person u like noo itss nottt,0
Joie is beautifulllll aww thankss yuu aree to,0
Joiieeeee I LaLaLovee Youu ahaha,0
piratee   s or ninja   s Ahah pirateesss,0
really travis watt yuu meann,0
uhm i think i love me some freaking joie thasss right ahahah ndd ii lovee mee alott off myy lil floricell 33,0
What do you think is your most attractive feature uhmmm,0
What   s your favorite drink lemenadeee,0
Who do you like ummm ahhh hottt seniorrr,0
Who is ur lover welll forr righhtt noww no onee iss,0
Who   s the most talented person you know uhm,0
why do u try so damn hard to fit in just be your fucking self if you know how ahahah funny,0
you a sexxyy mommma Ahaha thanks,0
your such a slut vvv umm okkkayy thankss,0
sure you do liar,0
Stop hating on my page kthx why would i wanna hate on you,0
,0
girls Can you belly dance r guys can you break dance haha no,0
D,0
484 264 3364 you should call me okay,0
are you fake No are you,0
are you famous or something i haven   t heard of you x Nopee,0
are you fat nope,0
Are You Good At Hangman I Suck At It no,0
are you mental she made a proof video you cant lie are you,0
Are you ready to start school I am yea,0
are you single yea,0
ashlee cyrus florida Hey im ashlee im tired of everyone commenting on my damn formspring talking shit okay,0
ashlee i   ve had the biggest crush on you for awhile i don   t go on here a lot but please message me on www findersingle com under the username quot wishfulthinker quot please don   t get all weird NO NO,0
Ask me anythInclude Your User Info ing who are u,0
Basicc Information Name Age Location Grade ashlee 13 florida 7th,0
best lil wayne song umm idk,0
Best thing that happened to you this summer nothing really,0
bob pepe,0
but your fake I m not fake,0
Call me tomorrow at 7 00 AM OK,0
Chicken Or Hamburgers chicken 3333,0
cuter me,0
cyrus stalker,0
do i know you Do I know you,0
Do words really hurt you no,0
do you curse yea,0
Do you hate when people give short boring answers to your questions yea all the time,0
Do you know anyone who will do almost anything for attention yea my sister,0
do you like adtf yea,0
do you like bodtf yea,0
do you like nevershoutnever kinda,0
Do you like to clean yea i don t like it when it s dirty,0
Do you like your name yea,0
Do you love Twilight as much as this I bet this will be your new homepage http MyTwilightSearch com ew i hate twilight,0
Do you miss your hometown lol no,0
do you think you could make it in the woods with just camping supplys for a week no cellphone hell no,0
Does it bother you when strangers try to tell you what to do yea,0
does your bedroom door have a lock on it no,0
Don   t You Hate How People Make Fake Celerbity Pages yea that is sooo annoying,0
dont you hate it when people are only dating for about 2 days and they put quot i love the persons name quot on there statuses and stuff I do i hate that so much,0
dude ewwwwr go home roger back at you,0
Dude she   s faking herself no one else in the world would fake her No im not,0
Ever been in a gang O no,0
ever dyed your hair if so how many times never,0
fake I m not fake,0
Faveee Timee Sport volleyball,0
favorite band hm i don t have one,0
favorite color purple,0
favorite song hmm probably Alejandro by lady gaga,0
favorite song I already answered that,0
Favve Song alejandro by lady gaga,0
get naked Ew no,0
GIRLS Do Have you cheered GUYS Do Have you played football nope,0
GIRLS Have You Ever Faught Over A Guy What Happened GUYS Has A Girl Ever Faugh Over You What Happened nooo,0
GUYS What do you hate most about girls GIRLS What do you hate most about guys they can be annoying,0
Have you ever been to Georgia no but i wanna go their,0
Have you ever hated that you loved someone not really,0
Have you ever went to someones page amp seen them asking theirselves questions But when you ask them about it they deny it I   ve seen it yea that is sooo stupid,0
hello hey,0
here   s a cookie eat it D Yay nom nom,0
Hey it   s your cousin again When are you coming to visit us I   m gonna make a formspring idk,0
Hey im ashlee im tired of everyone commenting on my damn formspring talking shit,0
hi Hey,0
hi hey,0
Hmm What Questionss Inbox Me Some Ideas sure,0
how are you Great you,0
how is your mom great yours,0
How Many Siblings Do You Have 1,0
How many silly bands do you own none,0
how often do you go to the salon and get something done to your hair like twice a month,0
How old are you does it matter,0
http files formspring me profile 20100511 4bea173ca6455 thumb jpg stalkerrrr,0
i found you on jensens thingie i cant really see your picture but i guess your cute on what thanks,0
I Hate When Formspring Messes Up Don   t You sometimes,0
i hate when people are mad at for no reason at all what about you i dislike that,0
I know they   re amazing The singer Jeremy McKinnon is soooooo funny He loved giving me high fives My shirt is so cool too It   s with a fat guy on it lol Do you know the band August Burns Red dude like i said your so lucky no,0
i like yur bg thanks,0
I LOVE ADTR VvV They   re my fav I know every song by heart serious they are a good band D,0
I really wanna take you downn It   s a song lmfaoo lmfao i thought something else,0
If you had to perform at the circus what trick would you do idk,0
im bored same here,0
Is There Anyone You Wish You Never Met no,0
It   s your cousin again lol why is everyone saying your fake they are stupid,0
its cool how you swear when your only 13 i know,0
lala lololol,0
lyrics for You Should Have Killed Me When You Had The Chance ADTR So I say goodbye to a town that has ears and eyes I can hear you whispering as I walk by Familiar faces smiling back at me and I knew This would make them change The only thing that s going to bother me Is that you ll all call yourselves my friends Why can t you look me in the eyes one last time The writings on the wall you ve read that I ll be gone but if you call my name Just know that I ll come running for one more night to spare with you This is where I m meant to be please don t leave me Iu2019ve read these stories a thousand times and now Iu2019ll rewrite them all Youu2019re meddling in an anger you canu2019t control She means the world to me so hold your serpent tongue Is a whores lies worth dying for I ll just take my time The only thing that s going to bother me Is that you ll all call yourselves my friends Why can t you look me in the eyes one last time The writings on the wall you ve read that I ll be gone but if you call my name Just know that I ll come running for one more night to spare with you This is where I m meant to be please don t leave me I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls They ll find you on your bathroom floor I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls They ll find you on your bathroom floor when I m done But should I write it all off But should I write it all off But should I write it all off You should have killed me when you had the chance But should I You should have killed me when you had the chance You should have killed me when you had the chance You should have killed me when you had the chance,0
nom nom yum yum,0
obese not close to obese,0
Oh well I met ABR too The singer is the shit he   s a beast lucky pringle pop,0
online p,0
pretty gurrrl haha thanks,0
relation to Miley Cyrus what,0
Sooo you have sex alot df no,0
sure but you must spamr http www formspring me ddox3r amp r http www formspring me juliex2r or we wont continue spamming your okay sure will,0
Thats all i can think of right now sure will,0
ur pretty screw every one below me P thanks,0
Well don   t because it   s crude crude,0
What are your plans for the weekend I   m going to Miami going to my grandma s,0
What Color Are Your Eyes brown,0
What Did You For Lunch a peanut butter and jelly sandwhich,0
What did you think about before bed last night about sheep,0
what do you like best about formspring when people ask you questions,0
what does lol mean laugh out loud,0
What the hell back to you,0
What website do you spend the most time on Myspace,0
What   s the nicest thing someone   s ever done for you they made me shit 0,0
What   s the quickest you   ve fell for someone like 3 months,0
What   s your favv waterpark to go to don t have one,0
whats the last thing you do before going to bed brush my teeth,0
whats the wierdest color you   d ever dye your hair i have never dyed my hair,0
whats ur myspace page I don t have one anymore i deleted it,0
whats your favorite silly band shape a dino,0
When does school start for you Mine starts Aug 19th quot september 7th,0
When you drop your phone Do you get scared it broke I do yea,0
Where Were You Born Did You Also Grow Up There florida and yea,0
Who pays your phone bill my mum,0
Why do girls call themselves quot 5 star chicks quot Butt they still live at home with their mom lmfao,0
why do you do this to ashlee I am Ashlee duh,0
why do you fake yurself i don t fake myself,0
why do you have so many friggin formsprings geez those are fakes,0
worst place to eat at mcdonald s,0
Would you have sex with a fat guy No,0
Would you kiss the last person you talked to on the phone ew no,0
would you rather your parents watch you having sex or your preacher from beginning to end lmao parents xD,0
wow woah,0
xdfcvghjkl dsfdsfdsgfdfgsd,0
Yeah I met them at their show Got a free shirt too serious your so lucky,0
Yeauh I   m Really A liar You   re Cool r i don   t lie for stupid reasons okay o,0
you drunk nah,0
you got a myspace yea,0
You guys have funny answers Do you read peoples answers to your questions like i do D yea lol all the time,0
YOU NEVER CALLED ME my bad,0
you should come next week k,0
You should ignore all those comments people send to you Everyone knows you don   t fake yourself and they just want to be like you You   re very pretty and I know I   m jealous of my cousin o,0
quot iloveyoubaby quot quot iloveyoutoobabygirl quot that haha x Yess it was pretty cute,0
,0
a c t u a l l y i DO want himm Goooooood cause I want you too 3,0
ahaa ge i wonder ha i likee you kidd Awww maybe you should tell me who you are so we can get to know each other KID 3,0
ahaa to late i already sent youu onee ooo i guess you re too quick for me,0
ahahaahahahaha yourr a funny kid I knowwww,0
ahh this is cutee What s cute,0
alright cool,0
and why is that I forgot what we were talking about p I love you twinsie 3,0
And why would you fight for her jst asken Because she is an amazing person and I hope that she would agree with me when i say we re quot close friends quot,0
anyone or someone particular Kinda but idk if she s still feelin it,0
are u guus foing out yet Yes we are,0
are you and lindsey talking As friends but nothing more than that she doesn t like me like that,0
are you foing out nah bro not yet hopefully soon though,0
Are you saying you would fight for lindsey because a lot of people would Your not the first quot challenge quot I m not trying to be the challenge Ithought you were but seeing as you re not then there s no point in arguing And yes i would fight for Lindsey anytime anywhere,0
arent u guys going out nah buddy so who are you,0
because if its who i think it is i asked if she wants a boyfriend and you can find out the rest from her if it is her Who do you think it is,0
bullllllllll ahah I swear I could never lie to my fiancee,0
but it says right above that i cant That s sarcasm its why i put a winky face,0
Cute Thanksss who is this D,0
dickkkkkkkkkkkkkk Vaginaaaaaaaaa,0
did u ever like tayler philips Maybe why,0
Do u wanna get raped hehe Not really why don t we just have sex D hahahaha,0
do you think girls look better with makeup on or none Idk i personally think makeup is unnecessary because it merely hides natural beauty,0
do you want a girlfriend Yeah I wanna be with someone,0
do you want another hint Yess,0
DONT EVEN TRY TO DENY IT SHE CAN DO SO MUCH BETTER THEN YOU I JUST WISH SHE COULD OPEN THOSE PRETTY LITTLE EYES OF HERS AND SEE IT FUCKING PLAYER im sure she can,0
FRANCES amp amp amp amp NiCO take uur convo   s to private no one wants to hearrr all loveyyy doveyy shutup ahaha shut upp,0
frances laura senecal is ugglyyy No Frances Laura Senecal is gorgeous She s absolutely one of the most beautiful girls i ve ever seen,0
ha i would lovee to but i heard that im quot harassing quot youu so its a big no can do P but maybe if we did get to know eachother we could spend some quality time togetherr hahaha Well i thought that you were at first but I ve realized that you re intentions are good and i wanna get your number,0
haha hehe,0
haha connnnceidddddeddd much Kinda,0
haha damn the ninja thing gave it away Haha yepp,0
haha i know i tried to make it really obvious for youu lol I appreciate the help,0
haha loserrr Im not a loserrr xD and damn people are nasty they should learn how to speak properly to a beautiful young lady such as yourself 3,0
haha me too haha iloveyouutooBABYY IloveyoumoreBABYGIRL 3,0
haha nah you know me just guess Give me a hint,0
haha no fair p why do i cause so much drama,0
haha ok If you don t mind me asking how would you kill me,0
haha thanks to you or i would have never been named an honerary ninja haha yeeee im awesome,0
haha thankz no problem,0
haha you did hate her because she stopped talking to you for another guy hahahaha thats funny Dude it s so hilarious I cant stop laughing,0
haha you guys are freakss Aha love you too 3,0
haha youu are too cute thanksssssss,0
hahahahahahahahahahahahahahahahhahahahahaahahahahahahahahahahahha your funny im not at all That s good for you you can stop talking to me,0
happy No,0
hello i would just like to tell you that i think your soo perfect and adorable a LIAR and totally kissable     and im pretty into you You definitely have a chance baby and I m really into you too hopefully when i see you there will be some kissing going on 3 and I m not perfect YOU are 33,0
hi my name is nico and im a total studd D u2665 Why thank you 3 I d like to be your stud D,0
How do youu plan on making my birthday amazing D haha read my previous message,0
how have your past couple days been They ve been good,0
i cant tell you that because it would give it away but i didnt know you personally last year Do you play any sports,0
i didnt say u did it did i no i didnt well then why did you bring it up,0
i hope not fool i like her she is bomb as fuck and she got body sry fo spellin ya name wrong lil mama hahaha dude you re a badass,0
i really am sorry you have to have this ishh on your page tho nico but im not just gonna sit here while people talk shit thats just not how i was raised so im sorryy i dont mean to be freeaking out all on here i kinda cnt help it It s totally fine don t worry about it,0
i see you still like frances,0
I was juuust saying hi Hahaha ohhhhh hi,0
im a girl Oh wow How do i know you,0
im a ninja if that helps Shira,0
im not the one who called you a whore either haha i play soccer and run track and did dance for eight years and did gymnastics Do you go to Poly,0
im not the one who said sext me but i was the one joking about the inappropriate messages who do you think i am You honestly want me to guess You could be anyone in the whole world hahaha,0
Is that a problem Possibly,0
its not a big deal I dont want people to harass you though,0
just stuff i can handle it imma big girl dont tripp Alrightt,0
lmao V You silly girl D,0
lmfaoooooo JEALOUS bitches make me sick so nicoo ahaah what th fxck is up D bahaha idk whats goin on,0
lol your a funny kidd you know that Well i do now p,0
nah im just joking haha,0
Nah you wish so no,0
Nico Martinez why are youu so hott Hahaha Haha Im not sure its just natural,0
Nicoooo okay welllllll bye Hahaha what,0
no i dont why on earth would i wish for something like that i actually wish you would stop being a fucking player How am i a player at all Maybe if you knew me then you would know that im the one who gets played,0
no thats what formspring is for Ohhhhh I get it now,0
nope unfortunately Ahh,0
o i wonder Wow you really are persistent,0
oh goodness What,0
oh well 2 baddddd You re very annoying,0
ohh reallu well how does it feel to want not good i don t like being teased,0
ohhh amp amp hes deffinately DROWNING Sikeeeee that nigga s a lil headbanger,0
People Are Mean They Talk Way To Much Shit On You Poor Thing Hahah I knowwwww foolllll they re jealous cause i pull bitches and no one wants their tiny dicks xD bahahaha,0
PLAYER You wish,0
r u amp Frances still talken Yeah why,0
school kinda Tell me about yourself,0
sext me give me your number 3,0
shira or frances No,0
so are you talking to shira or frances its hard to keep up playa playaa lol Frances,0
so whats up nm just chillin,0
so whats up nothin much,0
So who is it that you like Uh I m not totally sure right now I m sort of torn between two people,0
so you said you were on your way like an hour ago you only live like 15 min away where youu be D its more like 5 mins and i was delayed by a train,0
so you wont lol you forgot the ending it goes like this quot i would if i could but i cant so i wont quot I know but i knew you would nt be able to resist the urge to finish it,0
so you   ll text me when you can again right yeah,0
sorry that was funny quot playa playa quot ahah p i know right,0
thanks though i appreciate it,0
that was gonna be the first hint but i guess i knew it was too obvious haha well you are the only ninja i know,0
thats a lie no,0
thats what i thought haha What,0
the chicken flies at midnight don   t tell anyone haha ok it ll be our secret,0
they are pointing to the one about me You dont know a damn thing about me so stfu seriously if you new me you wouldnt treat me the way you do im a human being and i have feeling so respect that fucking ass hole im sorry nico Frances don t be so angry this person is obviously jealous of you in some way and they talk shit on you cause they think you ll stoop to their level so they can be even with you don t worry about them just ignore it 3,0
u have a dull life it consists of drugs weed and firey bitch ur life must suc haha weed is a drug dumbfuck and you must be jealous of my life since you know so much about it,0
VV excuse me anonymous but that is not how you spell my name p and your welcome hehe i know people are stupid and i knew it was you,0
well i had to put my two cents in haha I gotcha D,0
well put Thank you,0
well thats just too bad now isn   t it yess its very unfortunate,0
what are youu talking about GAYY   BOYYu2665 idid textt you back YOU didnt text me back maybe you should text me NOW,0
what do you mean what drama did you cause People keep talking about me on your page,0
what if i want to ask you something inappropriate Then do it,0
what   s up What Who is this,0
whats up with you and francis What do you mean,0
who are these two people Umm its not really your business maybe if i knew who you were i could tell you,0
who is your bestfriend You are,0
wtf V I don t know,0
yeah i know ha thanks hun You re most certainly welcome would it be alright if i were to send you a text message D,0
yeah its really hard to when i get this shit like every ither day like it seriously pisses me off now if it was like yesturday i wouldnt give 2 fucks but with everything im going thru right now its like wtf What happened,0
yeahh im over this convo on to th nextt onee ahahaha hello Hi my name is Nico Its a pleasure to meet you,0
YO DAWG I HERD U LIKE CANS SO WE PUT A CAN IN YO CAN SO YOU CAN HAVE A CAN WHILE ON THE CAN Dude thank you sooo much that s what I ve always wanted Haha,0
you are very welcome Who are you,0
you should ask her if shes still quot feelin it quot so you know for sure And why are you trying to give me advice,0
you tell me p I would if i could but i cant,0
youd fight for lindsey im a gurl id love to see it Hahaha well then i can t fight you canI and if you don t mind me asking why do you dislike her,0
your MIGHTY attractive Aww thanks 3 I wonder who this could be,0
yup yup same grade as you too did we have any classes together this year,0
yuppp Thanks for the memo if you would reveal your identity we could continue this conversation in depth,0
helloooo Hello to you to,0
amp amp if anyone gets tired of my questions or just generally annoyed with being spammed please let me know I am not here to bother anyone Thank you kkkkk i think ive got this message like 18 times already haha,0
quot musta quot mooosta a Filipino word w c means how are you so musta bien which is good in spanish hahaha musta,0
r cools iLike that pikk lols Thanks It was in Panama with 7 other chicks Funn times,0
If it were to save a life Would you ever give mouth to mouth to a person with Herpes Ohhh uhhh No to be honest,0
this one is bothering me a bit Why does it seem like most everyone wants to knwo if the world will end in 2012 Are we going to fear it till it   s over like Y2K yup probably,0
POOF Your in prison Why are you there i killed a man,0
,0
Are you currently happy in your life right now Im a very happy person but I could definantly be happier with some different aspects i my life,0
3 physical features you get complimented on a lot Name your least favorite feature Smile Ethnicity Eyes in that order the most and my least favorite feature would be my height but only because forever I wanted to be a model and in America you have to be likeee 7 anorexic giraffe hahhaa,0
3 physical features you get complimented on a lot smile eyes complection,0
3 things that your mom doesn   t know about you hmmm she knows a lot she doesnt know uhhh that ive smoked pot before that i want to change the world more than what i just say out loud how much i hate money,0
5 favorite things to eat Anything thai and spicy r mexican r Veggies r Grapes strawberries Fruit har And Rice r I love food btw,0
A car is broken down on the side of the road do you stop to help yes i have before i gave a dude a jump on my way to school hahaha,0
A world without bees good or bad BAD the world without bees would mean we would die out in about 5 yrs thats really bad r SAVE THE BEES,0
ability to fly or breath under water fly most definantly,0
About how many pairs of jeans do you own Like 6 or so but I like a couple enough to wear all the time,0
Actually IhDontMind GoAhead hahaha,0
Adolf Hitler was a one testicled vegetarian What did you do with his other testicle threw it at his nazi regime,0
After how many kids would you get your tubes tied guys A vasectomy random I wouldnt,0
after the viewing of said video footage who sees it next i guess the other people in it,0
After you have a dream do you mostly wake up remembering it or not remembering but i have some crazzyyy dreams haha,0
Alvin Simon or Theodore Theodore He always gets yelled at,0
Always wear your seat belt yepp,0
and it was an interesting question that i asked to get that hobo statement lol What was the question,0
and last q for the moment is duck tape made out of ducks ehh idk,0
and then prue amp Phoebe from charmed came over but then the robots came back amp i had to run but some boy saved me lol Random random yes lol,0
Any Living Grandparents not grandparents,0
Any new and exciting news youu2019d like to share i need a job hahaha,0
Any plans to become a doctor someday Nope I don t want to be a doctor Only a nurse traveling nurse actually,0
Anything your parents should know about show your face,0
are children who act in R rated movies allowed to see them idk but thats a good question i always wonder the same thing and why the parents allow them to be in it in the first place,0
Are dollar stores cool yes they are,0
Are minors allowed to drink in your state not legally,0
Are most of your dreams realistic that it feels like it can actually happen in real life or non realistic you flying buncha dream questions hahaha r r its a mix of both real and nonrealistic mostly weird once again,0
Are my questions boring not really im just trying to get through them,0
Are the best things in life free yes,0
Are there any bruises on your body Not currently,0
Are there any people on youtube that you subscribe too and always watch their vids Nahh,0
Are u a virgin Are you anonymous,0
Are you a cat or dog person dog definantly,0
are you a filipina or a foreigner nope half korean,0
Are you a friendly person yes sure am,0
Are you a generous person very generous,0
Are you a good painter I believe so,0
Are you a happy person most of the time,0
Are you a leader or a follower LEADER 3,0
are you a party girl Not in a hey lets get drunk and puke our guts out not remember anything tomorrow and have a headache kind of girl r Just a laugh at everything for no reason do the random robot in public social in every aspect kind of party girl,0
Are you a private person or do you openly share your life with people around you PRIVATE,0
are you a registered voter Of course We the people are the government r all people should vote,0
Are you a risk taker If yes what kind of risks had you taken If not why not yes more than no and because i roll with the punches but like to think ahead at the same time haha,0
Are you a sore loser Not at all,0
Are you a tease I am haha yes again,0
Are you a touchy feely person Not at all I like my space that s for sure And I hate clingy touchy blahhh ha,0
Are you addicted to popping pimples no lol i dont really get any,0
Are you afraid of clowns nope,0
Are you afraid of heights Definantly not Im a thrill seeker,0
Are you afraid of snakes Nahhhh they re kinda neat to watch,0
Are you always trying to learn new things yes,0
Are you an ass I am amp idgaf D r No I m not And personally I don t think it s a quality that you should be so proud of Be nice,0
Are you awaiting piercings tattoos Not currently,0
Are you barefooted right now Yes,0
are you better today than you are yesterday No worse I woke up with a stuffy nose,0
Are you carrying any grudges not at the time,0
are you currently taken Shore am Timothy Carson,0
Are you currently wanting any piercings or tattoos Nahh,0
Are you double jointed nopee,0
Are you due sometime this year for a doctor   s visit yes actually my yearly female doc s visit this tuesday haha,0
Are you easily offended nahh,0
Are you easily persuaded in an argument Not at all,0
Are you eating anything right now Nope drinkin water,0
Are you frightened of spiders not too much used to be when i was little,0
Are you gonna watch the world cup You know it,0
Are you good at giving directions Yes i think so,0
Are you happy with your life right now not currently,0
Are you happy Happiness is too complicated to say yes or no I like to think so,0
are you in college what course are you taking Not currently And im in nursing school on a waiting list to be exact 0,0
Are you involved romantically with anyone right now yes,0
Are you listening to any music right now If so what is it Yes Paramore,0
are you loud or quite I can be both at times I usually talk to no end But theres always a time and a place to be social or to jjust be quite,0
Are you more of a proton or a neutron Proton definantly Positive polly yes i am,0
Are you nice to people you dislike Yes Karma,0
Are you obsessed with shiny things I like them How d you know,0
Are you one of those people that doesnu2019t like chocolate Yes as a matter of fact why does that make me a quot one of those people quot,0
Are you passionate about your beliefs Y E S,0
Are you picky about spelling and grammar when it matters,0
Are you picky about spelling and grammar Yes When its nescessary,0
Are you quick to take medicine or more likely to wait it out more likely to wait it out,0
Are you random or predictable Why do you think you are this way Would you rather be the other way random because live would be boring if i weren t and no i wouldnt because i like how i am every part of me,0
Are you scared to lose the person you fell the hardest for Are you still with this person or have you already lost them Yes im with them now,0
Are you shy around the opposite sex not at all,0
are you sick of hearing about michael jackson yet Haha I don t really hear much about him anymore But I respect him as an artist A person he may have been a little off his rocker but as an artist Mass respect,0
Are you silly or serious silly usually not serious but lately i have been,0
Are you so in love with yourself nahhh not really,0
Are you someone   s best friend Yes I like to think so,0
